date,symbol,open,high,low,close,volume
2026-04-29,NVDA,212.7000,212.7200,207.5758,209.2500,123711821
2026-04-29,XOM,152.0150,154.9500,151.0100,154.6700,14669140
2026-04-30,AAPL,270.5000,276.0000,268.1400,271.3500,91848230
2026-04-30,MSFT,410.8100,414.4200,398.0100,407.7800,70909408
2026-04-30,NVDA,209.9300,210.3000,198.7000,199.5700,225239156
2026-04-30,XOM,152.4300,155.6900,151.3400,154.3300,22885900
2026-05-01,AAPL,278.8550,287.2200,278.3700,280.1400,77938859
2026-05-01,MSFT,412.8000,417.1100,410.4350,414.4400,31372361
2026-05-01,NVDA,201.2800,203.0000,197.1200,198.4500,128646996
2026-05-01,XOM,152.6100,155.0100,151.1300,152.7500,15458208
